"Keyword","SERP Position","Avg. Search Volume (Last 12 months)","Estimated Visits","Location","CPC/USD","PPC","Keyword Difficulty","Keyword interest growth (%)","Content Type","Search Intent","Keyword Opportunities","Serp Features","Search Volume 4/2015","Search Volume 5/2015","Search Volume 6/2015","Search Volume 7/2015","Search Volume 8/2015","Search Volume 9/2015","Search Volume 10/2015","Search Volume 11/2015","Search Volume 12/2015","Search Volume 1/2016","Search Volume 2/2016","Search Volume 3/2016","Search Volume 4/2016","Search Volume 5/2016","Search Volume 6/2016","Search Volume 7/2016","Search Volume 8/2016","Search Volume 9/2016","Search Volume 10/2016","Search Volume 11/2016","Search Volume 12/2016","Search Volume 1/2017","Search Volume 2/2017","Search Volume 3/2017","Search Volume 4/2017","Search Volume 5/2017","Search Volume 6/2017","Search Volume 7/2017","Search Volume 8/2017","Search Volume 9/2017","Search Volume 10/2017","Search Volume 11/2017","Search Volume 12/2017","Search Volume 1/2018","Search Volume 2/2018","Search Volume 3/2018","Search Volume 4/2018","Search Volume 5/2018","Search Volume 6/2018","Search Volume 7/2018","Search Volume 8/2018","Search Volume 9/2018","Search Volume 10/2018","Search Volume 11/2018","Search Volume 12/2018","Search Volume 1/2019","Search Volume 2/2019","Search Volume 3/2019","Search Volume 4/2019","Search Volume 5/2019","Search Volume 6/2019","Search Volume 7/2019","Search Volume 8/2019","Search Volume 9/2019","Search Volume 10/2019","Search Volume 11/2019","Search Volume 12/2019","Search Volume 1/2020","Search Volume 2/2020","Search Volume 3/2020","Search Volume 4/2020","Search Volume 5/2020","Search Volume 6/2020","Search Volume 7/2020","Search Volume 8/2020","Search Volume 9/2020","Search Volume 10/2020","Search Volume 11/2020","Search Volume 12/2020","Search Volume 1/2021","Search Volume 2/2021","Search Volume 3/2021","Search Volume 4/2021","Search Volume 5/2021","Search Volume 6/2021","Search Volume 7/2021","Search Volume 8/2021","Search Volume 9/2021","Search Volume 10/2021","Search Volume 11/2021","Search Volume 12/2021","Search Volume 1/2022","Search Volume 2/2022","Search Volume 3/2022","Search Volume 4/2022","Search Volume 5/2022","Search Volume 6/2022","Search Volume 7/2022","Search Volume 8/2022","Search Volume 9/2022","Search Volume 10/2022","Search Volume 11/2022","Search Volume 12/2022","Search Volume 1/2023","Search Volume 2/2023","Search Volume 3/2023","Search Volume 4/2023","Search Volume 5/2023","Search Volume 6/2023","Search Volume 7/2023","Search Volume 8/2023","Search Volume 9/2023","Search Volume 10/2023","Search Volume 11/2023","Search Volume 12/2023","Search Volume 1/2024","Search Volume 2/2024","Search Volume 3/2024","Search Volume 4/2024","Search Volume 5/2024","Search Volume 6/2024","Search Volume 7/2024","Search Volume 8/2024","Search Volume 9/2024","Search Volume 10/2024","Search Volume 11/2024","Search Volume 12/2024","Search Volume 1/2025","Search Volume 2/2025","Search Volume 3/2025","Search Volume 4/2025","Search Volume 5/2025","Search Volume 6/2025","Search Volume 7/2025","Search Volume 8/2025","Search Volume 9/2025","Search Volume 10/2025","Search Volume 11/2025","Search Volume 12/2025"
"diseñadores web",24,480,1,"Spain","7.86",28,21,-25,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,320,390,390,390,390,320,320,320,320,480,390,320,320,480,320,320,260,320,320,210,260,390,390,390,320,390,480,590,480,480,480,320,320,480,720,590,590,480,320,480,390,480,390,320,260,390,320,260,390,390,590,720,720,590,390,260,260,1000,260,260,210
"diseños de páginas",24,140,0,"Spain","3.03",30,,-26,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,170,140,70,70,110,140,170,90,110,210,110,,,,,,,,,,,,,,110,140,70,70,90,110,90,140,170,210,210,260,260,210,70,50,70,90,90,70
"domain tld",24,210,0,"Spain","2.60",31,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,50,70,50,70,90,70,50,40,70,50,70,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,210,260,210,210,260,140,140,170,260,170,170
"estudio de palabras clave",24,260,0,"Spain","3.35",14,23,15,"CORPORATE_BLOG_POSTS, TOOLS","","Missing words in title","","","","","","","70","20","20","20","40","20",40,30,40,30,30,20,40,70,40,40,40,30,"40","70","40","50","30","40","30","20","30","30","40","50","40","40","70","40","50","30","40","50","50",40,50,70,40,50,40,50,40,40,50,90,70,70,50,70,70,90,90,140,90,70,70,70,90,70,70,70,70,90,70,90,50,50,50,70,70,50,50,70,70,70,90,90,70,50,70,90,90,70,90,70,110,90,90,70,50,50,70,50,90,50,70,,,,,,,,,,,90,140,320,320,320,210,90,50,30,1000,170,70,70
"experto en diseño web",24,110,0,"Spain","7.82",18,19,325,"","","","","","","","","","10","10","10","10","10","10",10,10,30,10,10,10,,,,,,,"","","","","","","","","","","","","","","","","","","","10","10",10,10,10,10,10,10,10,30,10,10,10,10,0,10,10,10,10,10,10,10,10,10,20,10,10,20,10,20,10,10,10,20,10,10,20,10,10,10,10,20,10,10,10,10,10,10,20,10,10,10,10,20,10,10,20,70,20,30,70,70,70,20,50,50,70,70,20,20,40,30,10,20,10,50,210,260,210,90,30,20,20,320,70,70,30
"fabrica tu lámpara",24,590,1,"Spain","0.37",99,,-32,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,480,480,590,720,720,590,590,720,720,590,590,480,720,480,590,590,480,320
"facebook lead ads",24,90,0,"Spain","",15,28,-13,"MEDIA_BLOGS, CORPORATE_BLOG_POSTS","informational","Missing words in title","People Also Ask","","","","","","","","","","","210",170,210,170,140,140,110,170,170,170,140,210,260,"320","260","260","320","210","210","210","260","320","210","320","320","320","260","320","260","210","170","210","210","260",170,320,260,260,260,260,320,320,170,260,320,260,210,260,260,260,260,320,320,320,170,260,260,320,170,210,320,320,260,260,210,210,110,210,210,210,140,170,210,260,170,210,210,170,210,170,210,170,110,170,140,140,110,170,140,110,110,170,170,110,70,140,110,90,110,90,70,70,70,110,90,70,70,70,110,170,140,90,30,30,50,260,90,70,40
"herramientas de seo",24,390,0,"Spain","2.28",18,40,33,"CORPORATE_BLOG_POSTS","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,90,90,110,90,90,70,110,70,50,90,90,110,90,90,90,90,70,90,90,70,110,70,110,140,70,110,110,170,110,140,140,90,50,140,110,140,90,110,110,170,170,170,140,90,70,110,170,110,110,210,390,480,480,260,110,70,90,1600,210,170,140
"herramientas palabras clave",24,320,0,"Spain","4.15",18,36,-7,"CORPORATE_BLOG_POSTS, TOOLS","","Missing words in title","Featured Snippet","","260","210","260","140","260","210","590","390","480","590",590,480,480,390,320,320,390,480,390,320,390,390,"390","320","390","320","260","210","260","320","320","260","320","260","260","260","210","170","210","170","170","210","210",170,210,170,170,210,140,140,140,140,110,170,210,140,170,140,110,210,170,210,260,260,320,320,390,390,320,320,320,320,320,170,110,110,140,110,110,140,170,140,140,110,140,90,90,90,90,70,110,110,110,110,90,,,,,,,,,,,,,,,70,50,50,50,110,90,70,170,480,590,480,210,90,40,50,1300,110,50,90
"inke",24,720,1,"Spain","",0,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,260,480,480,480,320,480,480,480,590,720,590,,,,,,,,,,,,,,,,,,,720,880,880,590,720,590,590,390,720,880,720,720
"mejores diseños web",24,210,0,"Spain","1.49",43,14,-30,"CORPORATE_BLOG_POSTS","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,140,210,210,170,110,110,140,90,70,70,170,210,210,210,170,170,170,110,170,140,140,110,140,110,170,90,110,90,70,90,90,110,140,90,110,110,110,110,110,110,50,50,110,110,110,140,140,140,140,110,90,90,70,50,90,110,50,110,140,320,320,320,260,90,70,40,720,110,50,30
"palabras long tail",24,110,0,"Spain","1.13",10,38,-50,"CORPORATE_BLOG_POSTS","","","Featured Snippet","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,0,0,0,0,0,0,0,0,0,30,40,40,50,40,40,40,30,30,40,40,30,50,30,40,40,40,30,40,10,20,30,30,30,40,20,30,30,20,30,20,20,30,30,30,20,20,20,30,20,20,40,10,10,20,10,30,30,30,20,20,20,30,10,20,10,10,20,20,20,50,210,210,210,70,20,10,10,480,10,10,10
"prestashop que es",24,390,0,"Spain","2.27",23,,-9,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,590,590,590,590,480,480,390,320,590,590,480,320,480,390,480,390,390,320,260,260,480,480,390,390
"proyectos de investigación ejemplos",24,170,0,"Spain","",,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,70,320,480,480,390,390,390,480,720,720,320,170,90,320,590,720,590,590,590,480,590,590,320,140,70,390,480,590,480,390,320,480,390,480,260,140,90,320,480,480,390,390,320,390,390,480,210,90,,,,,,,,,,,,,,,,,,260,210,260,170,260,110,70,50,170,140,170,140
"publicidad comparativa",24,140,0,"Spain","",,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,480,320,480,170,90,40,170,320,390,260,320,,,,,,,,,,,,210,170,210,170,210,110,40,30,90,170,140,140
"que es prestashop",24,260,0,"Spain","0.87",14,23,-7,"","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,390,260,390,390,390,320,320,320,210,170,260,320,320,210,260,260,260,260,260,210,170,140,320,320,260,210
"redes publicidad",24,140,0,"Spain","",,,15,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,70,90,170,110,110,140,110,110,110,170,110,140,140,170,170,140,140
"rediseño de paginas web",24,110,0,"Spain","",,18,,"CORPORATE_BLOG_POSTS","","Missing words in title","","","","","","","","","","10","10","0",10,10,10,10,10,10,10,10,10,10,10,10,"10","10","","","","","","","","","","","","","","","","","","","",,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,10,20,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,40,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,30,170,170,170,50,10,10,10,590,10,10,10
"tiendas esotericas barcelona",24,390,0,"Spain","0.50",72,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,390,590,390,480,590,480,480,480,480,390,390,,,,,,480,590,720,590,390,390,390,390,320,320,260,260
"tipografias diseño grafico",24,110,0,"Spain","1.28",17,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,90,110,140,170,110,70,70,110,170,140,110,140,110,90,170,140,110,40,50,110,140,110,70,140,110,140,70,90,90,70,40,110,140,140,70,110,140,140,110,90,90,50,40,110,170,110,70,110,140,110,140,110,90,70,50,,,,,110,140,170,110,170,70,40,50,170,170,110,70
"tools seo",24,880,1,"Spain","6.08",40,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,590,590,590,590,590,720,590,590,590,480,480,,,,,720,1300,1600,1300,880,590,590,320,1600,320,260,170
"usabilidad en web",24,170,0,"Spain","0.54",2,19,-55,"CORPORATE_BLOG_POSTS","","Missing words in title","Featured Snippet","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,320,390,320,320,210,140,320,480,260,170,260,260,260,210,170,140,110,70,260,210,110,90
"web diseños",24,140,0,"Spain","4.23",56,,,"","","","","","0","30","10","10","10","10","10","10","10","10",10,10,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,12100,12100,12100,12100,9900,9900,9900,12100,14800,18100,14800,14800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,170,210,170,140,170,140,70,260,110,50,50
"agencias seo españa",25,260,0,"Spain","4.20",23,24,-38,"LISTICLES, MEDIA_BLOGS","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,260,170,140,140,170,140,210,260,170,170,140,170,210,140,110,170,260,170,110,140,880,170,390,210,260,210,110,480,90,210,210,260,140,140,170,320,170,260,260,210,210,260,260,320,210,140,170,140,140,140,170,260,390,480,480,320,210,140,70,720,140,70,70
"avortement",25,110,0,"Spain","",,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","110",110,170,170,210,170,320,140,170,390,170,170,140,140,140,140,140,110,210,110,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,70,140,140,140,110,140,140,90,110,70,90
"catalogos online",25,260,0,"Spain","2.73",31,27,,"MEDIA_BLOGS, HOMEPAGES","","Missing words in title","","","","","","","210","210","210","210","170","170",140,110,110,140,90,110,140,170,210,140,140,140,"140","110","170","110","110","90","110","170","210","110","170","140","480","590","720","480","390","210","210","320","320",320,260,210,320,210,210,170,210,170,210,210,260,260,260,260,320,390,390,320,260,210,260,320,480,390,390,320,390,320,320,260,210,170,260,320,320,260,320,260,260,210,210,210,170,170,210,320,320,260,260,210,260,170,260,210,170,140,210,260,320,260,260,260,260,260,,,,,,,,,260,320,390,320,260,210,210,170,390,260,320,320
"catering alcala",25,480,1,"Spain","0.91",7,,42,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,480,320,260,320,390,390,260,480,390,390,390,390,390,390,390,390,480,590,390,480,590,590,480
"creador de páginas web profesional",25,260,0,"Spain","11.29",54,,2,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,70,110,110,110,140,110,110,110,90,90,70,110,110,70,70,110,90,90,70,50,50,30,50,110,70,70,70,110,90,110,90,110,110,140,140,140,170,210,210,260,260,210,210,170,140,110,110,140,170,110,170,260,210,390,480,320,260,140,140,590,210,140,110
"define newsletter",25,110,0,"Spain","",3,,,"","","","","","","","","","","","","","","",,,10,10,10,10,10,10,10,10,10,10,"10","10","","","","","","","","","","","","","","","0","10","10","10","10",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,140,90,90,90,90,90,90,110,110,90,90
"desarrollo web empresas",25,1000,2,"Spain","8.64",20,18,31,"LISTICLES","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,390,390,720,390,320,260,320,320,390,320,320,320,390,260,320,260,320,260,390,390,320,260,320,320,320,260,260,390,260,210,390,480,390,320,480,390,480,1300,6600,2900,720,390,480,590,590,480,590,1000,1300,1000,590,320,320,320,3600,590,1000,590
"diseño web corporativa",25,720,1,"Spain","4.37",3,21,-40,"","","Missing words in title","AI Overview, People Also Ask","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,480,480,390,390,390,390,390,320,210,210,210,260,390,320,210,210,140,140,170,140,140,170,210,170,170,140,140,140,170,140,210,170,210,170,320,390,320,320,210,320,480,590,390,320,320,260,480,720,720,390,320,720,1000,1000,590,590,590,320,1600,390,390,320
"ejemplo de empresa de servicio",25,110,0,"Spain","",,,-55,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,140,210,260,260,260,170,90,70,50,480,320,210,110,140,140,170,110,90,40,40,30,260,170,70,50
"empresas con b2b",25,390,0,"Spain","3.30",20,30,-20,"CORPORATE_BLOG_POSTS","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,390,480,390,390,480,320,210,170,480,480,390,,390,480,480,390,480,260,210,170,590,390,390,260
"empresas de diseño barcelona",25,140,0,"Spain","1.76",15,,,"","","","","","","","","","","","","","","",,,,,,,40,40,50,10,50,40,"40","40","50","30","20","10","30","50","40","40","30","","","20","20","30","20","10","50","20","30",20,40,30,20,30,30,10,10,20,20,30,30,10,50,10,20,10,10,20,10,20,40,30,10,30,20,20,30,20,20,10,20,10,50,20,30,30,50,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,170,210,260,140,10,70,20,480,40,40,40
"empresas de seo",25,590,1,"Spain","16.83",31,27,-26,"HOMEPAGES","","Missing words in title","People Also Ask","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,320,390,390,320,260,390,320,390,320,320,260,260,210,170,210,140,170,170,110,170,170,210,260,210,260,260,210,210,210,260,210,390,590,320,320,480,480,390,320,390,320,480,320,260,260,210,210,210,260,210,260,320,480,720,880,1300,720,320,320,1000,260,210,70
"experto seo barcelona",25,390,0,"Spain","",5,9,53,"HOMEPAGES","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,880,590,70,50,70,70,50,70,90,50,90,90,70,110,70,70,110,140,90,140,170,170,170,320,260,320,210,170,260,590,320,170,140,140,210,170,480,590,590,320,140,110,140,1300,260,320,170
"instituciones ejemplos",25,140,0,"Spain","",,,,"","","","","","","","","","","","","","10","30",20,20,20,10,10,10,30,90,70,40,,70,"70","40","110","70","10","40","110","140","110","90","110","70","70","90","90","70","10","20","110","140","110",90,140,110,140,90,170,70,40,30,140,210,170,110,140,170,210,170,210,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,140,140,110,170,110,50,40,140,170,170,110
"newsletter de",25,140,0,"Spain","",,27,,"CORPORATE_BLOG_POSTS, MEDIA_BLOGS","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,10,,10,10,10,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,140,170,110,170,210,140,90,110,140,50,110
"paginas web logos",25,140,0,"Spain","1.43",1,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,480,590,590,480,590,590,590,480,720,390,260,,,,,,,,,,,,,,,,,,170,170,170,140,260,140,110,50,110,170,140,110
"posicionamiento google",25,1600,3,"Spain","11.72",37,20,-32,"DOCUMENTATION, MEDIA_BLOGS, CORPORATE_BLOG_POSTS","","Missing words in title","AI Overview, People Also Ask","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,880,880,1000,1000,1000,880,320,320,260,320,320,260,260,1000,1000,880,880,720,880,880,880,880,720,720,880,880,880,1000,720,880,720,880,720,720,880,720,720,1000,1000,1000,720,880,880,1000,1000,1000,1000,880,720,720,880,880,880,1300,1900,2400,2400,1900,1300,880,720,2900,720,590,480
"proyectos de investigacion ejemplos",25,170,0,"Spain","",,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,390,390,320,390,390,480,210,90,70,390,480,,,,,,,,,,,,,,,260,210,260,170,260,110,70,50,170,140,170,140
"que son las serps",25,90,0,"Spain","0.55",20,13,-37,"","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,0,0,0,"0","0","0","0","0","0","0","0","0","","","","","","","","","","0","0","0",0,0,0,0,0,0,0,0,0,,,,,40,30,40,70,50,40,30,50,30,70,110,90,90,90,90,70,50,50,40,50,50,50,70,50,90,90,50,70,90,70,70,50,90,70,70,50,90,70,70,70,90,70,90,40,50,70,70,50,70,90,50,70,50,50,40,30,50,70,50,40,90,140,170,170,70,30,40,10,390,50,20,30
"rank math seo",25,260,0,"Spain","1.02",34,32,-27,"PRODUCT, CORPORATE_BLOG_POSTS, YOUTUBE","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,170,170,170,140,140,110,90,110,140,140,110,170,170,170,110,140,140,110,140,110,140,170,140,140,140,210,110,170,170,170,140,210,260,260,210,260,260,260,210,210,210,210,170,260,320,320,170,260,390,320,320,320,260,210,210,260,210,210,170
"sanitaris marcual",25,260,0,"Spain","0.08",60,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,210,170,140,140,140,260,260,260,320,390,390
"sem proyectos",25,140,0,"Spain","",5,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,170,140,140,140,140,140,90,140,140,90,90
"sem que es",25,320,0,"Spain","0.67",12,35,-42,"CORPORATE_BLOG_POSTS","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,480,390,480,480,480,320,480,390,260,210,390,390,590,390,590,480,480,390,480,390,320,210,320,590,590,390,590,590,480,480,590,480,320,210,390,590,480,390,480,390,480,320,390,260,210,110,260,320,320,210
"sem significado",25,140,0,"Spain","",2,,-66,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,480,390,390,390,480,320,260,210,320,590,590,,,,,320,390,260,210,140,210,320,260,210,210,170,210,140,260,140,110,70,210,110,90,70
"tiendas en prestashop",25,210,0,"Spain","4.36",43,,52,"","","","","","","","","","","40","20","30","30","20",30,20,30,20,20,10,20,20,30,10,30,30,"20","20","20","10","","","","","","","","","","","","","","","","","",,,,170,170,170,170,140,110,170,170,140,170,170,210,,,,,,,,,,,,,,,,,170,140,140,140,210,110,110,110,140,110,90,110,90,90,110,70,110,70,90,90,110,110,140,90,110,90,90,140,110,90,110,110,90,110,110,90,90,90,70,90,50,90,110,320,320,320,170,110,90,70,880,170,110,70
"web abogado",25,110,0,"Spain","1.92",31,20,-36,"HOMEPAGES","","Missing words in title","Map Pack","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,140,170,140,210,140,140,110,110,140,110,110,110,110,70,70,90,110,110,90,110,90,140,70,90,70,50,90,90,90,90,70,90,140,110,90,110,90,70,70,110,110,110,90,90,110,110,110,110,90,90,50,110,110,140,110,170,90,140,140,140,90,90,50,170,110,70,50
"web precio",25,170,0,"Spain","2.43",46,,,"","","","","","10","10","10","10","10","10","10","10","10","10",10,10,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,140,140,110,140,140,110,70,110,140,140,110,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,260,320,320,210,210,70,70,320,90,90,70
"web vitals",25,140,0,"Spain","2.21",23,26,-38,"CORPORATE_BLOG_POSTS","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,0,0,1000,590,260,170,210,320,480,390,390,480,480,480,390,390,260,210,320,260,320,260,320,320,320,260,260,260,210,170,260,210,210,170,260,210,260,170,320,210,720,260,210,260,210,210,260,210,210,210,260,210,170,170,140,210,170,140,210,210,210,210,140,170,140,90,90,90,140,90
"agencia de diseño grafico barcelona",26,140,0,"Spain","4.10",75,,-50,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,70,40,30,30,20,110,70,10,50,20,10,10,20,10,10,20,30,20,20,20,90,30,40,20,30,40,20,40,70,140,30,30,50,40,30,20,50,20,20,30,90,50,70,30,30,70,20,20,30,20,20,30,30,10,50,40,90,260,260,260,110,10,10,10,590,20,20,10
"agencia de google adwords",26,110,0,"Spain","",7,21,90,"HOMEPAGES","","Missing words in title","","","","","","","","","","","","",,,10,10,10,10,10,10,10,10,10,10,"10","10","10","10","10","110","260","390","10","10","10","10","10","10","20","20","20","10","20","20","20",20,20,10,10,10,10,20,20,10,20,20,40,50,30,30,30,30,40,50,50,70,70,50,50,40,40,30,70,50,40,40,40,40,40,40,30,30,20,30,20,10,20,10,20,50,30,50,40,20,20,30,10,10,30,10,20,20,10,20,10,10,10,20,20,40,40,50,40,40,40,30,30,40,70,170,260,260,170,50,30,30,260,110,50,30
"agencia de redes sociales",26,480,1,"Spain","6.14",15,16,63,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,140,90,170,140,170,170,170,210,260,260,170,140,140,170,140,170,110,140,90,210,170,70,140,110,110,110,140,140,110,110,170,110,170,210,210,140,210,170,210,210,210,170,170,140,210,210,170,210,320,590,720,720,390,170,210,260,1300,320,320,320
